mileage,make,model,fuel,gear,offerType,price,hp,year
8999,audi,q5,Electric/Gasoline,Automatic,Demonstration,55990,367,2021
26056,renault,zoe,Electric,Automatic,Used,8580,92,2016
23020,volvo,v60,Electric/Diesel,Automatic,Used,23890,220,2017
13245,renault,zoe,Electric,Automatic,Used,10780,88,2019
18425,smart,fortwo,Electric,Automatic,Used,10990,82,2019
50,fiat,panda,Electric/Gasoline,Manual,Pre-registered,12290,69,2020
10,suzuki,swift,Electric/Gasoline,Manual,Pre-registered,12475,90,2020
10,fiat,500c,Electric/Gasoline,Manual,Pre-registered,15450,69,2021
10,renault,zoe,Electric,Automatic,Used,15900,109,2021
19900,toyota,auris,Electric/Gasoline,Automatic,Used,16999,99,2018
600,hyundai,ioniq,Electric,Manual,Pre-registered,33763,120,2020
8900,mercedes-benz,c 200,Electric/Gasoline,Automatic,Used,33999,184,2020
10950,toyota,rav 4,Electric/Gasoline,Automatic,Demonstration,35890,222,2020
9700,mitsubishi,outlander,Electric/Gasoline,Automatic,Demonstration,35990,135,2020
20,toyota,rav 4,Electric/Gasoline,Automatic,Pre-registered,36590,222,2020
4,audi,a3,Electric/Gasoline,Automatic,Pre-registered,35400,204,2021
46500,smart,fortwo,Electric,Automatic,Used,6990,48,2014
1000,renault,zoe,Electric,Automatic,Demonstration,29490,69,2020
18350,fiat,fiorino,Electric,Manual,Used,6770,41,2011
107000,honda,cr-z,Electric/Gasoline,Manual,Used,7150,114,2011
103150,toyota,auris,Electric/Gasoline,Automatic,Used,7350,99,2011
220000,toyota,prius,Electric/Gasoline,Automatic,Used,5200,99,2011
172000,toyota,prius,Electric/Gasoline,Automatic,Used,7900,99,2011
110000,toyota,prius,Electric/Gasoline,Automatic,Used,9900,99,2011
30,others,unknown model,Electric,unknown gear,Used,1950,7,2011
71300,honda,insight,Electric/Gasoline,Automatic,Used,8600,98,2011
93968,mitsubishi,i-miev,Electric,Automatic,Used,4990,48,2011
271000,toyota,prius,Electric/Gasoline,Automatic,Used,5000,136,2012
59469,mitsubishi,i-miev,Electric,unknown gear,Used,6900,67,2012
129000,toyota,auris,Electric/Gasoline,Automatic,Used,7000,136,2012
45000,mitsubishi,i-miev,Electric,unknown gear,Used,10200,67,2012
86100,nissan,leaf,Electric,unknown gear,Used,10700,109,2012
144323,peugeot,3008,Electric/Diesel,Automatic,Used,8500,163,2012
67501,toyota,yaris,Electric/Gasoline,Automatic,Used,8750,75,2012
59000,citroen,c-zero,Electric,Automatic,Used,6990,48,2012
87500,lexus,ct 200h,Electric/Gasoline,Automatic,Used,13700,136,2012
990,renault,twizy,Electric,Automatic,Used,4690,11,2012
47149,chevrolet,volt,Electric/Gasoline,Automatic,Used,10890,151,2012
51795,toyota,auris,Electric/Gasoline,Automatic,Used,14990,136,2012
58124,nissan,leaf,Electric,Automatic,Used,8490,109,2012
3397,renault,twizy,Electric,Automatic,Used,4800,11,2012
62000,smart,fortwo,Electric,Automatic,Used,6590,48,2012
131523,toyota,auris,Electric/Gasoline,Automatic,Used,7399,99,2012
127790,toyota,yaris,Electric/Gasoline,Automatic,Used,7889,101,2013
302000,toyota,prius+,Electric/Gasoline,unknown gear,Used,7985,1,2013
108500,toyota,auris,Electric/Gasoline,Automatic,Used,9800,99,2013
80263,toyota,yaris,Electric/Gasoline,Automatic,Used,9000,75,2013
95150,toyota,auris,Electric/Gasoline,Automatic,Used,11500,136,2013
106000,toyota,auris,Electric/Gasoline,Automatic,Used,9480,99,2013
62300,toyota,yaris,Electric/Gasoline,Automatic,Used,9489,101,2013
34590,nissan,leaf,Electric,Automatic,Used,9890,109,2013
73560,smart,fortwo,Electric,unknown gear,Used,7400,48,2013
67800,nissan,leaf,Electric,unknown gear,Used,10500,109,2013
93450,toyota,auris,Electric/Gasoline,Automatic,Used,10890,136,2013
120900,mercedes-benz,e 300,Electric/Diesel,Automatic,Used,16799,204,2013
66000,renault,zoe,Electric,Automatic,Used,3300,88,2013
69610,renault,zoe,Electric,Automatic,Used,5490,58,2013
91700,renault,zoe,Electric,Automatic,Used,5750,88,2013
42000,mercedes-benz,e 400,Electric/Gasoline,Automatic,Used,18400,306,2013
117000,renault,zoe,Electric,Automatic,Used,5650,88,2013
63000,smart,fortwo,Electric,Automatic,Used,6590,75,2013
83000,smart,fortwo,Electric,Automatic,Used,6450,75,2013
27000,smart,fortwo,Electric,Automatic,Used,6490,48,2013
47757,renault,zoe,Electric,Automatic,Used,6990,92,2013
88517,renault,zoe,Electric,unknown gear,Used,6500,88,2013
215000,toyota,prius,Electric/Gasoline,Automatic,Used,5000,99,2013
351500,toyota,prius,Electric/Gasoline,Automatic,Used,8000,99,2014
27999,toyota,yaris,Electric/Gasoline,Automatic,Used,10499,75,2014
114320,toyota,auris,Electric/Gasoline,Automatic,Used,10900,99,2014
208406,toyota,auris,Electric/Gasoline,Automatic,Used,8800,99,2014
149850,toyota,auris,Electric/Gasoline,Automatic,Used,8989,136,2014
195000,toyota,auris,Electric/Gasoline,Automatic,Used,6999,99,2014
29798,renault,zoe,Electric,Automatic,Used,6999,58,2014
43500,mitsubishi,i-miev,Electric,unknown gear,Used,7000,67,2014
100700,toyota,auris,Electric/Gasoline,Automatic,Used,12500,99,2014
33900,smart,fortwo,Electric,Automatic,Used,9599,48,2014
16850,toyota,auris,Electric/Gasoline,Automatic,Used,14400,136,2014
60800,toyota,auris,Electric/Gasoline,Automatic,Used,14900,99,2014
140200,toyota,prius,Electric/Gasoline,Automatic,Used,11500,99,2014
90543,toyota,yaris,Electric/Gasoline,Automatic,Used,8499,75,2014
1200,aixam,city,Electric,Automatic,Used,8500,5,2014
45126,audi,a3,Electric/Gasoline,Automatic,Used,18790,204,2014
102700,renault,zoe,Electric,Automatic,Used,5280,88,2014
16300,volkswagen,up!,Electric,Automatic,Used,10925,82,2014
39600,volkswagen,golf,Electric,Automatic,Used,15479,116,2014
44000,bmw,i3,Electric,Automatic,Used,16999,102,2014
94500,tesla,model s,Electric,Automatic,Used,55990,700,2014
69900,renault,zoe,Electric,Automatic,Used,4990,58,2014
33969,bmw,i3,Electric,Automatic,Used,17900,170,2014
55000,smart,fortwo,Electric,Automatic,Used,4950,75,2014
86000,renault,zoe,Electric,unknown gear,Used,5295,92,2014
32124,smart,fortwo,Electric,Automatic,Used,5990,48,2014
41200,renault,zoe,Electric,unknown gear,Used,5400,88,2014
157975,infiniti,q70,Electric/Gasoline,Automatic,Used,15950,364,2014
245455,lexus,gs 450h,Electric/Gasoline,Automatic,Used,18950,345,2014
49095,toyota,yaris,Electric/Gasoline,Automatic,Used,9599,75,2014
45000,renault,zoe,Electric,unknown gear,Used,8450,88,2015
13101,renault,zoe,Electric,Automatic,Used,8990,58,2015
112000,audi,a3,Electric/Gasoline,Automatic,Used,11996,150,2015
62284,toyota,auris,Electric/Gasoline,Automatic,Used,13700,136,2015
58710,renault,unknown model,Electric,Automatic,Used,9990,58,2015
21750,renault,zoe,Electric,Automatic,Used,7980,58,2015
57536,toyota,auris,Electric/Gasoline,Automatic,Used,14290,185,2015
60297,renault,zoe,Electric,unknown gear,Used,8000,92,2015
30390,nissan,leaf,Electric,Automatic,Used,10890,109,2015
82900,audi,a3,Electric/Gasoline,Automatic,Used,15290,150,2015
35500,volkswagen,up!,Electric,Automatic,Demonstration,13850,82,2015
82400,nissan,e-nv200,Electric,Automatic,Used,10990,109,2015
109900,volkswagen,golf,Electric/Gasoline,Automatic,Used,15880,204,2015
29191,toyota,auris,Electric/Gasoline,Automatic,Used,15990,136,2015
102500,tesla,unknown model,Electric,Automatic,Used,37980,333,2015
38500,tesla,unknown model,Electric,Automatic,Used,50990,469,2015
44900,bmw,i3,Electric,Automatic,Used,14400,170,2015
47620,bmw,i3,Electric/Gasoline,Automatic,Used,17990,170,2015
59021,bmw,i3,Electric/Gasoline,Automatic,Used,17999,170,2015
61000,renault,zoe,Electric,Automatic,Used,6099,58,2015
37407,renault,zoe,Electric,Automatic,Used,6470,58,2015
354557,toyota,auris,Electric/Gasoline,Automatic,Used,5880,99,2015
88000,renault,zoe,Electric,unknown gear,Used,7000,88,2015
33618,renault,zoe,Electric,unknown gear,Used,7500,58,2015
34490,smart,fortwo,Electric,Automatic,Used,6490,75,2015
26800,renault,zoe,Electric,Automatic,Used,6990,92,2015
92612,lexus,gs 450h,Electric/Gasoline,Automatic,Used,33900,345,2015
80000,toyota,yaris,Electric/Gasoline,Automatic,Used,8700,75,2015
37092,renault,zoe,Electric,Automatic,Used,7290,58,2015
16000,volkswagen,golf,Electric,Automatic,Used,15480,116,2015
19200,lexus,unknown model,Electric/Gasoline,Automatic,Used,39890,262,2016
35270,renault,zoe,Electric,Automatic,Used,8490,58,2016
95230,renault,kangoo,Electric,Automatic,Used,8490,60,2016
12910,renault,zoe,Electric,Automatic,Used,8880,88,2016
127707,toyota,rav 4,Electric/Gasoline,Automatic,Used,20900,197,2016
208529,mercedes-benz,gle 500,Electric/Gasoline,Automatic,Used,32399,333,2016
26000,renault,zoe,Electric,Automatic,Used,9233,58,2016
36400,renault,zoe,Electric,Automatic,Used,6580,58,2016
52711,renault,zoe,Electric,Automatic,Used,6890,58,2016
61500,renault,zoe,Electric,Automatic,Used,6970,88,2016
45500,renault,zoe,Electric,Automatic,Used,7090,88,2016
30400,renault,kangoo z.e.,Electric,Automatic,Used,9790,60,2016
27495,renault,zoe,Electric,Automatic,Used,8489,58,2016
57683,renault,zoe,Electric,Automatic,Used,8590,58,2016
25298,renault,zoe,Electric,Automatic,Used,6990,58,2016
36220,hyundai,ioniq,Electric/Gasoline,Automatic,Used,14860,105,2016
39500,toyota,yaris,Electric/Gasoline,Automatic,Used,14200,75,2016
35500,renault,kangoo z.e.,Electric,Automatic,Used,11650,60,2016
55000,bmw,225,Electric/Gasoline,Automatic,Used,17850,224,2016
100000,mitsubishi,outlander,Electric/Gasoline,Automatic,Used,17490,121,2016
63205,tesla,model x,Electric,Automatic,Used,99999,772,2016
18900,toyota,rav 4,Electric/Gasoline,Automatic,Used,24900,197,2016
47000,renault,twizy,Electric,Automatic,Used,4700,11,2016
37500,renault,zoe,Electric,Automatic,Used,7860,58,2016
32300,renault,twizy,Electric,unknown gear,Used,5500,5,2016
112000,mitsubishi,outlander,Electric/Gasoline,Automatic,Used,19490,121,2016
39900,volkswagen,golf,Electric/Gasoline,Automatic,Used,22479,150,2016
53500,renault,zoe,Electric,Automatic,Used,7240,88,2016
38668,renault,zoe,Electric,Automatic,Used,7490,58,2016
23375,mitsubishi,outlander,Electric/Gasoline,Automatic,Used,26490,121,2016
46000,bmw,330,Electric/Gasoline,Automatic,Used,22410,252,2017
18500,renault,zoe,Electric,unknown gear,Used,8050,88,2017
33000,bmw,i8,Electric/Gasoline,Automatic,Used,72900,362,2017
11700,peugeot,ion,Electric,Automatic,Used,8490,48,2017
99754,volkswagen,passat variant,Electric/Gasoline,Automatic,Used,23994,218,2017
14004,smart,fortwo,Electric,Automatic,Used,8990,82,2017
44175,volkswagen,passat,Electric/Gasoline,Automatic,Used,28900,218,2017
84396,bmw,x5,Electric/Gasoline,Automatic,Used,38900,245,2017
34000,bmw,x5,Electric/Gasoline,Automatic,Used,39985,313,2017
12800,smart,fortwo,Electric,Automatic,Used,8900,82,2017
25500,volvo,xc60,Electric/Gasoline,Automatic,Used,59890,408,2017
32750,porsche,panamera,Electric/Gasoline,Automatic,Used,82500,462,2017
48000,toyota,yaris,Electric/Gasoline,Automatic,Used,12470,75,2017
40750,renault,zoe,Electric,Automatic,Used,10447,92,2017
10900,renault,zoe,Electric,Automatic,Used,10950,92,2017
65726,renault,zoe,Electric,Automatic,Used,8390,58,2017
49040,renault,zoe,Electric,Automatic,Used,9981,58,2017
69710,bmw,530,Electric/Gasoline,Automatic,Used,30700,252,2017
23220,renault,zoe,Electric,Automatic,Used,12590,58,2017
53700,toyota,c-hr,Electric/Gasoline,Automatic,Used,18770,98,2017
10200,kia,soul,Electric,Automatic,Used,21860,110,2017
30415,smart,fortwo,Electric,Automatic,Used,14290,82,2017
3550,kia,optima,Electric/Gasoline,Automatic,Used,28860,156,2017
2030,kia,optima,Electric/Gasoline,Automatic,Used,29440,156,2017
36000,tesla,model x,Electric,Automatic,Used,62900,333,2017
68140,hyundai,ioniq,Electric/Gasoline,Automatic,Used,17580,105,2017
84990,mercedes-benz,glc 350,Electric/Gasoline,Automatic,Used,37990,211,2017
69000,mercedes-benz,e 350,Electric/Gasoline,Automatic,Used,39990,286,2017
29498,audi,q7,Electric/Diesel,Automatic,Used,50930,374,2017
67199,audi,q7,Electric/Diesel,Automatic,Used,52685,374,2017
2250,others,unknown model,Electric,Automatic,Used,10591,52,2017
1100,others,unknown model,Electric,Automatic,Used,11781,52,2017
32138,hyundai,ioniq,Electric,Manual,Used,18490,120,2017
41946,tesla,model s,Electric,Automatic,Used,99999,532,2017
42900,bmw,i3,Electric/Gasoline,Automatic,Used,19500,170,2017
43000,bmw,i3,Electric,Automatic,Used,19310,170,2017
20990,volkswagen,golf,Electric,Automatic,Used,19430,136,2017
51712,bmw,225,Electric/Gasoline,Automatic,Used,19850,224,2018
15000,volkswagen,golf,Electric,unknown gear,Used,19950,136,2018
21900,bmw,530,Electric/Gasoline,Automatic,Used,36250,184,2018
29700,lexus,rc 300h,Electric/Gasoline,Automatic,Used,36400,223,2018
20359,smart,fortwo,Electric,Automatic,Used,9990,82,2018
38155,mercedes-benz,gle 500,Electric/Gasoline,Automatic,Used,54900,333,2018
52000,bmw,x5,Electric/Gasoline,Automatic,Used,43820,313,2018
27264,renault,zoe,Electric,Automatic,Used,10490,58,2018
62000,renault,zoe,Electric,Automatic,Used,10699,92,2018
48700,toyota,yaris,Electric/Gasoline,Automatic,Used,13890,75,2018
25900,nissan,leaf,Electric,Automatic,Used,22890,150,2018
12900,volvo,xc60,Electric/Gasoline,Automatic,Used,68890,405,2018
44614,toyota,rav 4,Electric/Gasoline,Automatic,Used,23270,197,2018
40900,toyota,rav 4,Electric/Gasoline,Automatic,Used,25890,155,2018
20,others,unknown model,Electric,unknown gear,Used,4850,0,2018
34998,porsche,panamera,Electric/Gasoline,Automatic,Used,99400,462,2018
40543,porsche,panamera,Electric/Gasoline,Automatic,Used,128750,680,2018
20000,renault,zoe,Electric,Automatic,Used,11890,58,2018
138741,toyota,prius+,Electric/Gasoline,Automatic,Used,19900,136,2018
50000,renault,zoe,Electric,Automatic,Used,12470,58,2018
33810,bmw,530,Electric/Gasoline,Automatic,Used,32900,252,2018
31858,bmw,330,Electric/Gasoline,Automatic,Used,33900,252,2018
5700,toyota,yaris,Electric/Gasoline,Automatic,Used,13300,75,2018
40000,toyota,yaris,Electric/Gasoline,Automatic,Used,13600,75,2018
161000,renault,zoe,Electric,Automatic,Used,6950,92,2018
37000,renault,zoe,Electric,Automatic,Used,10470,58,2018
12600,renault,zoe,Electric,Automatic,Used,11290,58,2018
25000,renault,zoe,Electric,Automatic,Used,12270,92,2018
16360,renault,zoe,Electric,Automatic,Used,9490,58,2018
46200,renault,zoe,Electric,Automatic,Used,12900,58,2018
26700,toyota,yaris,Electric/Gasoline,Automatic,Used,13700,101,2018
10114,renault,zoe,Electric,Automatic,Used,13890,72,2018
99896,toyota,auris,Electric/Gasoline,Automatic,Used,14450,99,2018
18415,smart,fortwo,Electric,Automatic,Used,14870,82,2018
19400,nissan,leaf,Electric,Automatic,Used,19955,122,2018
69460,porsche,panamera,Electric/Gasoline,Automatic,Used,84900,462,2018
86021,bmw,530,Electric/Gasoline,Automatic,Used,25890,252,2018
30000,volvo,v90,Electric/Gasoline,Automatic,Used,44850,408,2018
30000,toyota,yaris,Electric/Gasoline,Automatic,Used,13900,75,2018
9352,mitsubishi,outlander,Electric/Gasoline,Automatic,Used,26890,135,2018
11990,opel,ampera,Electric,Automatic,Used,25899,204,2018
14485,jaguar,i-pace,Electric,Automatic,Used,69998,400,2018
9880,mercedes-benz,cls 450,Electric/Gasoline,Automatic,Used,66869,367,2019
29887,mercedes-benz,c 200,Electric/Gasoline,Automatic,Used,32470,184,2019
3385,volkswagen,passat variant,Electric/Gasoline,Automatic,Used,35980,156,2019
20550,ford,mondeo,Electric/Gasoline,Automatic,Used,25990,188,2019
1817,mini,cooper se,Electric,Manual,Used,27790,102,2019
23300,bmw,i3,Electric/Gasoline,Automatic,Used,28300,184,2019
6000,volvo,xc90,Electric/Gasoline,Automatic,Demonstration,87890,392,2019
23853,porsche,panamera,Electric/Gasoline,Automatic,Used,95800,462,2019
21080,porsche,panamera,Electric/Gasoline,Automatic,Used,102400,462,2019
32560,porsche,panamera,Electric/Gasoline,Automatic,Used,106911,462,2019
4116,porsche,panamera,Electric/Gasoline,Automatic,Used,136500,680,2019
4018,porsche,cayenne,Electric/Gasoline,Automatic,Used,167300,680,2019
400,renault,twizy,Electric,unknown gear,Used,11000,16,2019
17914,smart,forfour,Electric,Automatic,Used,11590,82,2019
11590,toyota,corolla,Electric/Gasoline,Automatic,Used,24910,179,2019
97658,toyota,corolla,Electric/Gasoline,Automatic,Used,19900,179,2019
22478,bmw,530,Electric/Gasoline,Automatic,Used,31500,252,2019
26929,renault,zoe,Electric,Automatic,Used,11990,72,2019
12900,toyota,prius,Electric/Gasoline,Automatic,Demonstration,30990,98,2019
7400,nissan,e-nv200,Electric,Automatic,Used,36450,109,2019
20000,lexus,unknown model,Electric/Gasoline,Automatic,Used,39990,184,2019
16561,land,rover range rover sport,Electric/Gasoline,Automatic,Demonstration,87650,404,2019
0,others,unknown model,Electric,Automatic,Used,5999,3,2019
7296,smart,forfour,Electric,Automatic,Used,12290,82,2019
250,estrima,birò,Electric,Automatic,Used,12590,5,2019
17061,smart,fortwo,Electric,Automatic,Used,12678,56,2019
40,others,unknown model,Electric,Automatic,Used,9870,52,2019
17998,hyundai,ioniq,Electric/Gasoline,Automatic,Used,18500,141,2019
14764,hyundai,ioniq,Electric/Gasoline,Automatic,Used,18950,141,2019
8206,smart,fortwo,Electric,Automatic,Used,13390,82,2019
18500,ford,mondeo,Electric/Gasoline,Automatic,Used,23980,140,2019
200,estrima,birò,Electric,Automatic,Used,13590,5,2019
3155,smart,fortwo,Electric,Automatic,Used,13970,82,2019
98700,toyota,auris,Electric/Gasoline,Automatic,Used,14299,136,2019
25700,renault,zoe,Electric,Automatic,Used,11978,109,2019
20500,renault,zoe,Electric,Automatic,Used,12150,92,2019
24900,renault,zoe,Electric,Automatic,Used,12970,109,2019
18833,renault,zoe,Electric,Automatic,Used,12990,72,2019
3900,renault,zoe,Electric,Automatic,Used,13450,109,2019
11500,renault,kangoo z.e.,Electric,Automatic,Used,13890,60,2019
15900,renault,zoe,Electric,Automatic,Demonstration,14380,69,2019
9410,renault,zoe,Electric,Automatic,Used,11389,58,2019
3000,volkswagen,passat variant,Electric/Gasoline,Manual,Demonstration,57980,156,2019
700,others,unknown model,Electric,unknown gear,Used,6300,5,2019
300,others,unknown model,Electric,Automatic,Used,7000,5,2019
7985,smart,fortwo,Electric,Automatic,Used,14498,56,2019
16000,toyota,yaris,Electric/Gasoline,Automatic,Used,14863,73,2019
18309,renault,zoe,Electric,Automatic,Used,13990,72,2019
15588,renault,zoe,Electric,Automatic,Used,17791,58,2019
7000,smart,fortwo,Electric,Automatic,Used,15500,82,2019
18512,lexus,ct 200h,Electric/Gasoline,Automatic,Used,23990,136,2019
10746,bmw,i3,Electric,Automatic,Used,25980,102,2019
64087,ford,mondeo,Electric/Gasoline,Automatic,Used,19790,140,2019
12300,nissan,leaf,Electric,Automatic,Used,19980,136,2019
14512,renault,zoe,Electric,Automatic,Used,17489,72,2019
14502,renault,zoe,Electric,Automatic,Used,17990,72,2019
21860,kia,optima,Electric/Gasoline,Automatic,Used,30860,205,2019
6286,bmw,i3,Electric,Automatic,Used,24441,170,2019
6410,volkswagen,golf,Electric,Automatic,Used,20740,136,2019
17051,hyundai,ioniq,Electric/Gasoline,Automatic,Used,20900,105,2019
36820,tesla,model s,Electric,unknown gear,Used,87000,367,2019
19260,porsche,panamera,Electric/Gasoline,Automatic,Used,99500,462,2019
14852,porsche,panamera,Electric/Gasoline,Automatic,Used,114900,462,2019
7450,nissan,leaf,Electric,Automatic,Used,23970,150,2019
20964,tesla,model 3,Electric,Automatic,Used,62990,487,2019
11752,audi,e-tron,Electric,Automatic,Used,71970,360,2019
19000,hyundai,ioniq,Electric,Automatic,Demonstration,21995,120,2020
850,opel,corsa,Electric,Automatic,Demonstration,22650,136,2020
3900,jeep,renegade,Electric/Gasoline,Automatic,Demonstration,31890,238,2020
6900,jeep,compass,Electric/Gasoline,Automatic,Demonstration,34790,238,2020
4444,cupra,leon,Electric/Gasoline,Automatic,Demonstration,34990,150,2020
9990,hyundai,ioniq,Electric,Automatic,Demonstration,22995,120,2020
5400,renault,zoe,Electric,Automatic,Demonstration,23280,69,2020
9,hyundai,i30,Electric/Gasoline,Automatic,Used,24400,159,2020
4292,jeep,compass,Electric/Gasoline,Automatic,Demonstration,40990,241,2020
1000,volkswagen,id.3,Electric,Automatic,Used,42380,204,2020
7000,tesla,unknown model,Electric,Automatic,Used,44670,321,2020
18075,mercedes-benz,e 300,Electric/Gasoline,Automatic,Used,45420,194,2020
2500,suzuki,across,Electric/Gasoline,Automatic,Employee's car,45490,185,2020
6231,volkswagen,golf,Electric,Automatic,Employee's car,25525,136,2020
6000,volkswagen,golf,Electric/Gasoline,Automatic,Demonstration,40990,150,2020
16000,tesla,unknown model,Electric,Automatic,Used,51870,487,2020
6000,tesla,unknown model,Electric,Automatic,Used,55430,351,2020
8371,volvo,xc90,Electric/Diesel,Automatic,Used,55921,235,2020
10,hyundai,i30,Electric/Gasoline,Automatic,Pre-registered,26790,159,2020
12310,volkswagen,golf,Electric/Gasoline,Automatic,Used,26940,204,2020
9788,volvo,xc60,Electric/Gasoline,Automatic,Demonstration,66990,303,2020
158,volvo,s90,Electric/Gasoline,Automatic,Demonstration,74365,303,2020
9900,porsche,taycan,Electric,Automatic,Demonstration,114500,571,2020
13500,bentley,bentayga,Electric/Gasoline,Automatic,Used,188888,340,2020
4000,tesla,unknown model,Electric,Automatic,Used,61582,487,2020
1000,polestar,2,Electric,Automatic,Used,64320,408,2020
4352,ford,kuga,Electric/Diesel,Manual,Employee's car,27470,150,2020
10,hyundai,tucson,Electric/Gasoline,Manual,Pre-registered,28490,150,2020
17300,mercedes-benz,s 450,Electric/Gasoline,Automatic,Used,81950,389,2020
25100,tesla,unknown model,Electric,Automatic,Used,99999,795,2020
26500,tesla,unknown model,Electric,Automatic,Used,103850,562,2020
2000,smart,forfour,Electric,Automatic,Employee's car,12990,82,2020
9775,fiat,500c,Electric/Gasoline,Manual,Used,14484,69,2020
5,fiat,500,Electric/Gasoline,Manual,Pre-registered,15337,69,2020
3314,honda,e,Electric,Automatic,Demonstration,29000,154,2020
3000,mazda,mx-30,Electric,Automatic,Demonstration,23450,145,2020
11223,volvo,xc90,Electric/Gasoline,Automatic,Used,62450,250,2020
22351,land,rover range rover sport,Electric/Gasoline,Automatic,Used,88890,300,2020
5,fiat,500c,Electric/Gasoline,Manual,Pre-registered,19999,69,2020
10,mitsubishi,outlander,Electric/Gasoline,Automatic,Used,29980,224,2020
4066,volkswagen,golf,Electric,Automatic,Used,29990,136,2020
3500,skoda,citigo,Electric,Automatic,Used,23882,83,2020
13200,bmw,i3,Electric,Automatic,Used,29850,170,2020
3195,mini,cooper se,Electric,Automatic,Used,31850,184,2020
5000,ford,kuga,Electric/Gasoline,Automatic,Used,34490,224,2020
16965,audi,a3,Electric/Gasoline,Automatic,Demonstration,34490,150,2020
9700,citroen,c5 aircross,Electric/Gasoline,Automatic,Used,29995,224,2020
10,hyundai,tucson,Electric/Gasoline,Automatic,Pre-registered,31490,230,2020
4155,audi,a3,Electric/Gasoline,Automatic,Used,30760,204,2020
896,volkswagen,unknown model,Electric,Automatic,Used,38990,204,2020
4255,audi,e-tron,Electric,Automatic,Demonstration,69990,408,2020
100,mitsubishi,outlander,Electric/Gasoline,Automatic,Pre-registered,31990,135,2020
3000,mercedes-benz,c 300,Electric/Diesel,Automatic,Demonstration,48900,194,2020
8200,mercedes-benz,glc 300,Electric/Gasoline,Automatic,Employee's car,54950,211,2020
5500,volvo,xc60,Electric/Gasoline,Automatic,Employee's car,58885,303,2020
10,hyundai,tucson,Electric/Diesel,Automatic,Pre-registered,33390,136,2020
450,ford,kuga,Electric/Gasoline,Automatic,Used,34870,224,2020
2093,fiat,500,Electric/Gasoline,Manual,Demonstration,12790,71,2020
250,renault,zoe,Electric,Automatic,Demonstration,10880,58,2020
100,renault,zoe,Electric,Automatic,Pre-registered,9880,72,2020
2727,renault,twingo,Electric,Automatic,Demonstration,11780,42,2020
50,fiat,500l,Electric/Gasoline,Manual,Used,10990,69,2020
1001,renault,twingo,Electric,Automatic,Demonstration,11080,82,2020
4446,fiat,500,Electric/Gasoline,Manual,Demonstration,11990,71,2020
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,13490,71,2020
13550,volvo,xc60,Electric/Gasoline,Automatic,Used,64445,303,2020
12043,bmw,340,Electric/Diesel,Automatic,Employee's car,66850,340,2020
2000,mitsubishi,outlander,Electric/Gasoline,Automatic,Used,35980,241,2020
13800,volkswagen,passat variant,Electric/Gasoline,Automatic,Used,36740,218,2020
6150,fiat,500,Electric/Gasoline,Manual,Demonstration,12990,71,2020
2000,renault,zoe,Electric,Automatic,Used,16670,109,2020
8100,renault,zoe,Electric,Automatic,Demonstration,13880,69,2020
8828,renault,zoe,Electric,Automatic,Used,14990,69,2020
300,fiat,500c,Electric/Gasoline,Manual,Demonstration,14990,71,2020
5,fiat,500c,Electric/Gasoline,Manual,Pre-registered,15490,69,2020
1001,renault,kangoo,Electric,Automatic,Demonstration,15580,60,2020
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,16490,71,2020
2069,ford,fiesta,Electric/Gasoline,Manual,Employee's car,16950,125,2020
5,fiat,500c,Electric/Gasoline,Manual,Pre-registered,17290,69,2020
1511,ford,fiesta,Electric/Gasoline,Manual,Employee's car,17550,125,2020
2813,ford,fiesta,Electric/Gasoline,Manual,Employee's car,17950,125,2020
11,hyundai,i20,Electric/Gasoline,Manual,Used,18250,120,2020
1490,renault,megane,Electric/Gasoline,unknown gear,Demonstration,21980,158,2020
999,renault,zoe,Electric,Automatic,Demonstration,22570,136,2020
999,renault,zoe,Electric,Automatic,Demonstration,23470,136,2020
3250,mazda,mx-30,Electric,Automatic,Used,23890,110,2020
7,mazda,mx-30,Electric,Automatic,Used,23990,110,2020
3000,smart,forfour,Electric,Automatic,Demonstration,17390,82,2020
4929,ford,fiesta,Electric/Gasoline,Manual,Employee's car,18550,125,2020
1707,ford,fiesta,Electric/Gasoline,Manual,Employee's car,18950,125,2020
7255,ford,mondeo,Electric/Gasoline,Automatic,Employee's car,24851,140,2020
999,renault,zoe,Electric,Automatic,Demonstration,24970,136,2020
2500,ford,puma,Electric/Gasoline,Manual,Demonstration,25990,155,2020
2145,hyundai,ioniq,Electric/Gasoline,Automatic,Demonstration,20290,105,2020
2500,renault,zoe,Electric,Automatic,Demonstration,26250,136,2020
7500,renault,zoe,Electric,Automatic,Demonstration,26710,136,2020
999,renault,zoe,Electric,Automatic,Demonstration,27410,136,2020
999,renault,zoe,Electric,Automatic,Demonstration,27490,69,2020
12553,honda,jazz,Electric/Gasoline,Automatic,Used,21790,98,2020
2650,ford,puma,Electric/Gasoline,Manual,Employee's car,21950,125,2020
1001,renault,zoe,Electric,Automatic,Demonstration,21980,135,2020
1000,renault,clio,Electric/Gasoline,Automatic,Used,18790,91,2020
2908,smart,forfour,Electric,Automatic,Employee's car,18800,82,2020
1297,ford,puma,Electric/Gasoline,Manual,Employee's car,23950,155,2020
